t Ka M R logL logTeff
500.000000 0 0.200084 0.230808 -2.245247 3.518203
1000.000000 0 0.200084 0.231291 -2.243875 3.518092
1500.000000 0 0.200084 0.231777 -2.242554 3.517967
2000.000000 0 0.200084 0.232266 -2.241286 3.517826
2500.000000 0 0.200084 0.232760 -2.240069 3.517669
3000.000000 0 0.200084 0.233259 -2.238904 3.517495
3500.000000 0 0.200084 0.233765 -2.237792 3.517303
4000.000000 0 0.200084 0.234277 -2.236730 3.517093
4500.000000 0 0.200084 0.234798 -2.235721 3.516863
5000.000000 0 0.200084 0.235328 -2.234764 3.516613
5500.000000 0 0.200084 0.235868 -2.233858 3.516341
6000.000000 0 0.200084 0.236419 -2.233005 3.516048
6500.000000 0 0.200084 0.236982 -2.232203 3.515733
7000.000000 0 0.200084 0.237557 -2.231453 3.515393
7500.000000 0 0.200084 0.238146 -2.230755 3.515030
8000.000000 0 0.200084 0.238751 -2.230109 3.514641
8500.000000 0 0.200084 0.239371 -2.229515 3.514226
9000.000000 0 0.200084 0.240008 -2.228972 3.513785
9500.000000 0 0.200084 0.240662 -2.228482 3.513316
10000.000000 0 0.200084 0.241336 -2.228043 3.512819
10500.000000 0 0.200084 0.242029 -2.227656 3.512293
11000.000000 0 0.200084 0.242744 -2.227321 3.511736
11500.000000 0 0.200084 0.243481 -2.227038 3.511149
12000.000000 0 0.200084 0.244240 -2.226806 3.510530
12500.000000 0 0.200084 0.245024 -2.226627 3.509879
13000.000000 0 0.200084 0.245834 -2.226499 3.509195
13500.000000 0 0.200084 0.246670 -2.226423 3.508477
14000.000000 0 0.200084 0.247534 -2.226399 3.507723
14500.000000 0 0.200084 0.248427 -2.226426 3.506935
15000.000000 0 0.200084 0.249350 -2.226505 3.506110
15500.000000 0 0.200084 0.250305 -2.226636 3.505247
16000.000000 0 0.200084 0.251292 -2.226818 3.504347
16500.000000 0 0.200084 0.252313 -2.227052 3.503408
17000.000000 0 0.200084 0.253370 -2.227337 3.502429
17500.000000 0 0.200084 0.254463 -2.227673 3.501410
18000.000000 0 0.200084 0.255595 -2.228060 3.500350
18500.000000 0 0.200084 0.256766 -2.228498 3.499247
19000.000000 0 0.200084 0.257978 -2.228987 3.498102
19500.000000 0 0.200084 0.259233 -2.229525 3.496914
20000.000000 0 0.200084 0.260532 -2.230114 3.495682
20500.000000 0 0.200084 0.261877 -2.230751 3.494404
21000.000000 0 0.200084 0.263269 -2.231438 3.493081
21500.000000 0 0.200084 0.264710 -2.232172 3.491712
22000.000000 0 0.200084 0.266203 -2.232954 3.490296
22500.000000 0 0.200084 0.267748 -2.233783 3.488832
23000.000000 0 0.200084 0.269348 -2.234657 3.487320
23500.000000 0 0.200084 0.271004 -2.235575 3.485759
24000.000000 0 0.200084 0.272720 -2.236535 3.484148
24500.000000 0 0.200084 0.274496 -2.237537 3.482488
25000.000000 0 0.200084 0.276336 -2.238578 3.480778
25500.000000 0 0.200084 0.278241 -2.239655 3.479016
26000.000000 0 0.200084 0.280214 -2.240767 3.477204
26500.000000 0 0.200084 0.282258 -2.241910 3.475340
27000.000000 0 0.200084 0.284375 -2.243081 3.473425
27500.000000 0 0.200084 0.286568 -2.244276 3.471458
28000.000000 0 0.200084 0.288841 -2.245490 3.469439
28500.000000 0 0.200084 0.291195 -2.246719 3.467369
29000.000000 0 0.200084 0.293636 -2.247957 3.465247
29500.000000 0 0.200084 0.296165 -2.249198 3.463074
30000.000000 0 0.200084 0.298788 -2.250433 3.460851
30500.000000 0 0.200084 0.301507 -2.251656 3.458577
31000.000000 0 0.200084 0.304328 -2.252858 3.456255
31500.000000 0 0.200084 0.307255 -2.254026 3.453885
32000.000000 0 0.200084 0.310292 -2.255151 3.451467
32500.000000 0 0.200084 0.311854 -2.255694 3.450242
33000.000000 0 0.200084 0.313445 -2.256220 3.449005
33500.000000 0 0.200084 0.315067 -2.256729 3.447757
34000.000000 0 0.200084 0.316719 -2.257218 3.446499
34500.000000 0 0.200084 0.318404 -2.257685 3.445230
35000.000000 0 0.200084 0.320121 -2.258129 3.443951
35500.000000 0 0.200084 0.321872 -2.258546 3.442663
36000.000000 0 0.200084 0.323656 -2.258935 3.441365
36500.000000 0 0.200084 0.325476 -2.259293 3.440057
37000.000000 0 0.200084 0.327333 -2.259618 3.438742
37500.000000 0 0.200084 0.329226 -2.259905 3.437417
38000.000000 0 0.200084 0.331157 -2.260154 3.436085
38500.000000 0 0.200084 0.333127 -2.260360 3.434746
39000.000000 0 0.200084 0.335137 -2.260520 3.433399
39500.000000 0 0.200084 0.337189 -2.260631 3.432046
40000.000000 0 0.200084 0.339282 -2.260690 3.430687
40500.000000 0 0.200084 0.341420 -2.260692 3.429323
41000.000000 0 0.200084 0.343602 -2.260633 3.427954
41500.000000 0 0.200084 0.345830 -2.260510 3.426582
42000.000000 0 0.200084 0.348106 -2.260318 3.425205
42500.000000 0 0.200084 0.350431 -2.260052 3.423826
43000.000000 0 0.200084 0.352806 -2.259708 3.422445
43500.000000 0 0.200084 0.355234 -2.259281 3.421063
44000.000000 0 0.200084 0.357714 -2.258765 3.419681
44500.000000 0 0.200084 0.360250 -2.258155 3.418300
45000.000000 0 0.200084 0.362843 -2.257445 3.416920
45500.000000 0 0.200084 0.365495 -2.256630 3.415542
46000.000000 0 0.200084 0.368208 -2.255702 3.414169
46500.000000 0 0.200084 0.370983 -2.254655 3.412800
47000.000000 0 0.200084 0.373823 -2.253483 3.411437
47500.000000 0 0.200084 0.376731 -2.252178 3.410081
48000.000000 0 0.200084 0.379707 -2.250732 3.408733
