t Ka M R logL logTeff
0.100000 1 89.927991 12.719057 6.015108 4.712690
0.200000 1 89.855336 12.766095 6.016426 4.712218
0.300000 1 89.782100 12.813399 6.017776 4.711752
0.400000 1 89.708267 12.861038 6.019157 4.711292
0.500000 1 89.633821 12.909080 6.020567 4.710835
0.600000 1 89.558742 12.957592 6.022009 4.710381
0.700000 1 89.483014 13.006645 6.023480 4.709928
0.800000 1 89.406618 13.056309 6.024981 4.709476
0.900000 1 89.329535 13.106656 6.026511 4.709022
1.000000 1 89.251747 13.157756 6.028071 4.708567
1.100000 1 89.173235 13.209684 6.029661 4.708109
1.200000 1 89.093979 13.262514 6.031279 4.707647
1.300000 1 89.013958 13.316320 6.032926 4.707180
1.400000 1 88.933154 13.371178 6.034601 4.706706
1.500000 1 88.851544 13.427166 6.036304 4.706224
1.600000 1 88.769108 13.484361 6.038036 4.705734
1.700000 1 88.685825 13.542842 6.039795 4.705234
1.800000 1 88.601672 13.602691 6.041582 4.704724
1.900000 1 88.516627 13.663988 6.043396 4.704201
2.000000 1 88.430667 13.726818 6.045237 4.703665
2.100000 1 88.343769 13.791263 6.047104 4.703115
2.200000 1 88.255910 13.857411 6.048998 4.702549
2.300000 1 88.167065 13.925348 6.050918 4.701967
2.400000 1 88.077209 13.995164 6.052863 4.701367
2.500000 1 87.986318 14.066950 6.054834 4.700749
2.600000 1 87.894365 14.140797 6.056830 4.700111
2.700000 1 87.801325 14.216802 6.058851 4.699452
2.800000 1 87.707171 14.295060 6.060897 4.698772
2.900000 1 87.611823 14.375665 6.062966 4.698068
3.000000 1 87.515122 14.458706 6.065057 4.697340
3.100000 1 87.417032 14.544286 6.067170 4.696587
3.200000 1 87.317513 14.632509 6.069305 4.695807
3.300000 1 87.216529 14.723484 6.071460 4.695000
3.400000 1 87.114039 14.817320 6.073636 4.694165
3.500000 1 87.010003 14.914133 6.075832 4.693299
3.600000 1 86.904380 15.014040 6.078047 4.692403
3.700000 1 86.797128 15.117162 6.080281 4.691476
3.800000 1 86.688205 15.223625 6.082533 4.690515
3.900000 1 86.577565 15.333559 6.084803 4.689520
4.000000 1 86.465166 15.447099 6.087091 4.688490
4.100000 1 86.350961 15.564384 6.089395 4.687423
4.200000 1 86.234905 15.685561 6.091715 4.686319
4.300000 1 86.116951 15.810784 6.094051 4.685177
4.400000 1 85.997052 15.940210 6.096402 4.683994
4.500000 1 85.875160 16.074008 6.098767 4.682770
4.600000 1 85.751227 16.212355 6.101146 4.681504
4.700000 1 85.625205 16.355435 6.103539 4.680194
4.800000 1 85.497043 16.503445 6.105943 4.678839
4.900000 1 85.366693 16.656593 6.108360 4.677437
5.000000 1 85.234107 16.815100 6.110787 4.675988
5.100000 1 85.099234 16.979203 6.113225 4.674488
5.200000 1 85.030630 17.063393 6.114445 4.673719
5.300000 1 84.961433 17.149076 6.115667 4.672937
5.400000 1 84.891638 17.236287 6.116892 4.672142
5.500000 1 84.821239 17.325062 6.118119 4.671333
5.600000 1 84.750229 17.415437 6.119348 4.670510
5.700000 1 84.678604 17.507451 6.120578 4.669674
5.800000 1 84.606356 17.601143 6.121811 4.668823
5.900000 1 84.533480 17.696555 6.123045 4.667958
6.000000 1 84.459970 17.793730 6.124282 4.667077
6.100000 1 84.385822 17.892713 6.125519 4.666182
6.200000 1 84.311029 17.993550 6.126759 4.665272
6.300000 1 84.235586 18.096289 6.128000 4.664346
6.400000 1 84.159488 18.200983 6.129242 4.663404
6.500000 1 84.082729 18.307683 6.130485 4.662445
6.600000 1 84.005305 18.416445 6.131730 4.661470
6.700000 1 83.927211 18.527327 6.132976 4.660478
6.800000 1 83.848441 18.640388 6.134223 4.659469
