t Ka M R logL logTeff
500.000000 0 0.300084 0.302648 -1.883480 3.549802
1000.000000 0 0.300084 0.303281 -1.882030 3.549710
1500.000000 0 0.300084 0.303917 -1.880581 3.549618
2000.000000 0 0.300084 0.304556 -1.879133 3.549524
2500.000000 0 0.300084 0.305199 -1.877684 3.549428
3000.000000 0 0.300084 0.305848 -1.876236 3.549329
3500.000000 0 0.300084 0.306503 -1.874789 3.549226
4000.000000 0 0.300084 0.307164 -1.873342 3.549120
4500.000000 0 0.300084 0.307833 -1.871895 3.549009
5000.000000 0 0.300084 0.308511 -1.870449 3.548893
5500.000000 0 0.300084 0.309197 -1.869003 3.548772
6000.000000 0 0.300084 0.309894 -1.867557 3.548645
6500.000000 0 0.300084 0.310601 -1.866112 3.548511
7000.000000 0 0.300084 0.311320 -1.864667 3.548370
7500.000000 0 0.300084 0.312052 -1.863223 3.548222
8000.000000 0 0.300084 0.312796 -1.861779 3.548065
8500.000000 0 0.300084 0.313555 -1.860335 3.547900
9000.000000 0 0.300084 0.314330 -1.858892 3.547725
9500.000000 0 0.300084 0.315120 -1.857449 3.547540
10000.000000 0 0.300084 0.315927 -1.856007 3.547346
10500.000000 0 0.300084 0.316752 -1.854565 3.547140
11000.000000 0 0.300084 0.317595 -1.853123 3.546923
11500.000000 0 0.300084 0.318459 -1.851682 3.546694
12000.000000 0 0.300084 0.319342 -1.850241 3.546452
12500.000000 0 0.300084 0.320248 -1.848800 3.546198
13000.000000 0 0.300084 0.321175 -1.847360 3.545929
13500.000000 0 0.300084 0.322127 -1.845920 3.545647
14000.000000 0 0.300084 0.323103 -1.844480 3.545350
14500.000000 0 0.300084 0.324104 -1.843041 3.545038
15000.000000 0 0.300084 0.325132 -1.841601 3.544711
15500.000000 0 0.300084 0.326187 -1.840162 3.544367
16000.000000 0 0.300084 0.327271 -1.838724 3.544006
16500.000000 0 0.300084 0.328385 -1.837285 3.543628
17000.000000 0 0.300084 0.329529 -1.835846 3.543232
17500.000000 0 0.300084 0.330706 -1.834406 3.542818
18000.000000 0 0.300084 0.331916 -1.832967 3.542385
18500.000000 0 0.300084 0.333160 -1.831527 3.541933
19000.000000 0 0.300084 0.334439 -1.830086 3.541460
19500.000000 0 0.300084 0.335756 -1.828644 3.540968
20000.000000 0 0.300084 0.337110 -1.827200 3.540455
20500.000000 0 0.300084 0.338504 -1.825755 3.539920
21000.000000 0 0.300084 0.339938 -1.824308 3.539364
21500.000000 0 0.300084 0.341414 -1.822857 3.538785
22000.000000 0 0.300084 0.342934 -1.821404 3.538184
22500.000000 0 0.300084 0.344499 -1.819945 3.537560
23000.000000 0 0.300084 0.346111 -1.818482 3.536912
