t Ka M R logL logTeff
110.073229 1 0.900084 0.819725 -0.183386 3.758460
220.146568 1 0.900084 0.821476 -0.180590 3.758695
330.220018 1 0.900083 0.823235 -0.177741 3.758944
440.293581 1 0.900083 0.825000 -0.174839 3.759204
550.367258 1 0.900083 0.826776 -0.171883 3.759476
660.441049 1 0.900083 0.828561 -0.168874 3.759760
770.514956 1 0.900082 0.830359 -0.165812 3.760055
880.588980 1 0.900082 0.832170 -0.162696 3.760360
990.663123 1 0.900082 0.833996 -0.159528 3.760677
1100.737385 1 0.900082 0.835838 -0.156306 3.761003
1210.811768 1 0.900081 0.837698 -0.153030 3.761339
1320.886273 1 0.900081 0.839577 -0.149702 3.761685
1430.960902 1 0.900081 0.841477 -0.146320 3.762039
1541.035656 1 0.900080 0.843399 -0.142885 3.762403
1651.110536 1 0.900080 0.845345 -0.139397 3.762774
1761.185545 1 0.900080 0.847316 -0.135855 3.763154
1871.260682 1 0.900080 0.849314 -0.132260 3.763541
1981.335951 1 0.900079 0.851340 -0.128612 3.763936
2091.411353 1 0.900079 0.853396 -0.124911 3.764338
2201.486888 1 0.900079 0.855484 -0.121156 3.764746
2311.562560 1 0.900078 0.857604 -0.117348 3.765160
2421.638370 1 0.900078 0.859760 -0.113487 3.765580
2531.714318 1 0.900078 0.861952 -0.109572 3.766006
2641.790409 1 0.900077 0.864182 -0.105605 3.766437
2751.866642 1 0.900077 0.866451 -0.101584 3.766873
2861.943021 1 0.900077 0.868763 -0.097509 3.767313
2972.019547 1 0.900077 0.871117 -0.093382 3.767757
3082.096222 1 0.900076 0.873516 -0.089201 3.768205
3192.173048 1 0.900076 0.875962 -0.084966 3.768656
3302.250028 1 0.900076 0.878457 -0.080679 3.769111
3412.327163 1 0.900075 0.881001 -0.076338 3.769568
3522.404456 1 0.900075 0.883598 -0.071944 3.770027
3632.481910 1 0.900074 0.886250 -0.067496 3.770489
3742.559526 1 0.900074 0.888957 -0.062995 3.770951
3852.637308 1 0.900074 0.891722 -0.058441 3.771416
3962.715257 1 0.900073 0.894547 -0.053833 3.771881
4072.793376 1 0.900073 0.897434 -0.049171 3.772347
4182.871669 1 0.900073 0.900385 -0.044456 3.772812
4292.950137 1 0.900072 0.903403 -0.039687 3.773278
4403.028785 1 0.900072 0.906489 -0.034864 3.773743
4513.107613 1 0.900071 0.909646 -0.029987 3.774208
4623.186627 1 0.900071 0.912875 -0.025056 3.774671
4733.265828 1 0.900071 0.916181 -0.020071 3.775132
4843.345220 1 0.900070 0.919564 -0.015031 3.775592
4953.424807 1 0.900070 0.923027 -0.009936 3.776049
5063.504591 1 0.900069 0.926574 -0.004786 3.776504
5173.584577 1 0.900069 0.930206 0.000419 3.776956
5283.664767 1 0.900068 0.933927 0.005681 3.777404
5393.745166 1 0.900068 0.937740 0.010998 3.777849
5503.825777 1 0.900068 0.941648 0.016373 3.778290
5613.906605 1 0.900067 0.945654 0.021805 3.778726
5723.987653 1 0.900067 0.949761 0.027296 3.779157
5834.068926 1 0.900066 0.953974 0.032846 3.779584
5944.150427 1 0.900066 0.958295 0.038456 3.780005
6054.232163 1 0.900065 0.962730 0.044128 3.780420
