t Ka M R logL logTeff
0.100000 1 59.913225 12.238053 5.709144 4.644570
0.200000 1 59.825648 12.304382 5.710292 4.643684
0.300000 1 59.737341 12.370966 5.711451 4.642802
0.400000 1 59.648295 12.437840 5.712621 4.641923
0.500000 1 59.558501 12.505040 5.713801 4.641048
0.600000 1 59.467948 12.572603 5.714991 4.640176
0.700000 1 59.376627 12.640566 5.716191 4.639305
0.800000 1 59.284526 12.708966 5.717400 4.638435
0.900000 1 59.191637 12.777841 5.718619 4.637567
1.000000 1 59.097949 12.847232 5.719847 4.636698
1.100000 1 59.003450 12.917177 5.721084 4.635828
1.200000 1 58.908132 12.987716 5.722329 4.634956
1.300000 1 58.811983 13.058891 5.723583 4.634083
1.400000 1 58.714993 13.130743 5.724845 4.633207
1.500000 1 58.617151 13.203315 5.726115 4.632328
1.600000 1 58.518448 13.276648 5.727392 4.631444
1.700000 1 58.418872 13.350787 5.728677 4.630556
1.800000 1 58.318413 13.425776 5.729969 4.629663
1.900000 1 58.217061 13.501660 5.731267 4.628764
2.000000 1 58.114806 13.578485 5.732572 4.627858
2.100000 1 58.011637 13.656297 5.733884 4.626945
2.200000 1 57.907545 13.735144 5.735201 4.626024
2.300000 1 57.802520 13.815074 5.736524 4.625095
2.400000 1 57.696551 13.896136 5.737852 4.624157
2.500000 1 57.589629 13.978381 5.739186 4.623209
2.600000 1 57.481745 14.061858 5.740524 4.622250
2.700000 1 57.372890 14.146621 5.741867 4.621281
2.800000 1 57.263055 14.232722 5.743214 4.620300
2.900000 1 57.152231 14.320216 5.744565 4.619307
3.000000 1 57.040410 14.409158 5.745920 4.618301
3.100000 1 56.927583 14.499605 5.747279 4.617282
3.200000 1 56.813744 14.591615 5.748640 4.616249
3.300000 1 56.698885 14.685248 5.750005 4.615201
3.400000 1 56.582999 14.780566 5.751372 4.614138
3.500000 1 56.466080 14.877632 5.752742 4.613059
3.600000 1 56.348122 14.976512 5.754114 4.611964
3.700000 1 56.229120 15.077273 5.755487 4.610851
3.800000 1 56.109069 15.179986 5.756863 4.609721
3.900000 1 55.987964 15.284723 5.758239 4.608572
4.000000 1 55.865803 15.391561 5.759617 4.607404
4.100000 1 55.742582 15.500580 5.760996 4.606216
4.200000 1 55.618300 15.611863 5.762376 4.605007
4.300000 1 55.492956 15.725498 5.763757 4.603777
4.400000 1 55.366548 15.841578 5.765137 4.602526
4.500000 1 55.239079 15.960201 5.766518 4.601251
4.600000 1 55.110549 16.081471 5.767899 4.599952
4.700000 1 54.980960 16.205500 5.769280 4.598629
4.800000 1 54.850318 16.332408 5.770660 4.597281
4.900000 1 54.718627 16.462321 5.772040 4.595905
5.000000 1 54.585894 16.595378 5.773420 4.594502
5.100000 1 54.452126 16.731729 5.774799 4.593070
5.200000 1 54.317333 16.871534 5.776177 4.591608
5.300000 1 54.181526 17.014969 5.777555 4.590114
5.400000 1 54.044718 17.162227 5.778933 4.588587
5.500000 1 53.906923 17.313515 5.780309 4.587025
5.600000 1 53.768160 17.469065 5.781685 4.585427
5.700000 1 53.628447 17.629128 5.783061 4.583790
5.800000 1 53.487805 17.793981 5.784436 4.582113
5.900000 1 53.346261 17.963931 5.785812 4.580393
6.000000 1 53.203841 18.139317 5.787187 4.578627
6.100000 1 53.060576 18.320513 5.788563 4.576813
6.200000 1 52.988538 18.413389 5.789250 4.575886
6.300000 1 52.916306 18.507878 5.789937 4.574946
6.400000 1 52.843883 18.604037 5.790624 4.573993
6.500000 1 52.771276 18.701929 5.791312 4.573025
6.600000 1 52.698490 18.801621 5.792000 4.572043
6.700000 1 52.625531 18.903181 5.792689 4.571045
6.800000 1 52.552405 19.006682 5.793379 4.570032
6.900000 1 52.479119 19.112201 5.794069 4.569003
7.000000 1 52.405680 19.219821 5.794760 4.567956
7.100000 1 52.332095 19.329627 5.795453 4.566892
7.200000 1 52.258372 19.441710 5.796146 4.565810
7.300000 1 52.184520 19.556166 5.796840 4.564709
7.400000 1 52.110547 19.673097 5.797536 4.563588
7.500000 1 52.036461 19.792610 5.798233 4.562447
7.600000 1 51.962273 19.914818 5.798931 4.561285
7.700000 1 51.887993 20.039841 5.799632 4.560101
7.800000 1 51.813631 20.167807 5.800334 4.558895
7.900000 1 51.739198 20.298849 5.801038 4.557664
8.000000 1 51.664707 20.433111 5.801745 4.556410
8.100000 1 51.590170 20.570742 5.802454 4.555129
8.200000 1 51.515599 20.711903 5.803166 4.553822
8.300000 1 51.441009 20.856762 5.803880 4.552487
8.400000 1 51.366414 21.005498 5.804598 4.551123
8.500000 1 51.291829 21.158301 5.805319 4.549730
8.600000 1 51.217270 21.315374 5.806043 4.548305
8.700000 1 51.142755 21.476928 5.806771 4.546847
8.800000 1 51.068301 21.643191 5.807504 4.545356
8.900000 1 50.993927 21.814405 5.808241 4.543829
9.000000 1 50.919652 21.990823 5.808983 4.542266
9.100000 1 50.845497 22.172719 5.809730 4.540664
9.200000 1 50.771485 22.360380 5.810483 4.539022
9.300000 1 50.697637 22.554114 5.811242 4.537338
9.400000 1 50.623978 22.754247 5.812007 4.535611
9.500000 1 50.550533 22.961127 5.812779 4.533839
9.600000 1 50.477330 23.175124 5.813558 4.532019
9.700000 1 50.404394 23.396631 5.814345 4.530150
