t Ka M R logL logTeff
500.000000 0 0.110084 0.143693 -2.895137 3.458639
1000.000000 0 0.110084 0.143994 -2.893830 3.458511
1500.000000 0 0.110084 0.144297 -2.892618 3.458357
2000.000000 0 0.110084 0.144604 -2.891502 3.458174
2500.000000 0 0.110084 0.144916 -2.890481 3.457963
3000.000000 0 0.110084 0.145233 -2.889555 3.457720
3500.000000 0 0.110084 0.145556 -2.888724 3.457445
4000.000000 0 0.110084 0.145886 -2.887989 3.457136
4500.000000 0 0.110084 0.146225 -2.887350 3.456792
5000.000000 0 0.110084 0.146574 -2.886805 3.456411
5500.000000 0 0.110084 0.146932 -2.886356 3.455993
6000.000000 0 0.110084 0.147302 -2.886002 3.455535
6500.000000 0 0.110084 0.147685 -2.885744 3.455037
7000.000000 0 0.110084 0.148080 -2.885581 3.454496
7500.000000 0 0.110084 0.148491 -2.885513 3.453912
8000.000000 0 0.110084 0.148917 -2.885541 3.453283
8500.000000 0 0.110084 0.149360 -2.885663 3.452608
9000.000000 0 0.110084 0.149820 -2.885882 3.451885
9500.000000 0 0.110084 0.150300 -2.886195 3.451113
10000.000000 0 0.110084 0.150800 -2.886604 3.450290
10500.000000 0 0.110084 0.151320 -2.887108 3.449415
11000.000000 0 0.110084 0.151864 -2.887707 3.448486
11500.000000 0 0.110084 0.152431 -2.888402 3.447503
12000.000000 0 0.110084 0.153023 -2.889192 3.446464
12500.000000 0 0.110084 0.153641 -2.890077 3.445367
13000.000000 0 0.110084 0.154287 -2.891058 3.444211
13500.000000 0 0.110084 0.154962 -2.892134 3.442995
14000.000000 0 0.110084 0.155667 -2.893305 3.441717
14500.000000 0 0.110084 0.156403 -2.894571 3.440375
15000.000000 0 0.110084 0.157172 -2.895932 3.438969
15500.000000 0 0.110084 0.157976 -2.897388 3.437497
16000.000000 0 0.110084 0.158817 -2.898940 3.435958
16500.000000 0 0.110084 0.159694 -2.900586 3.434350
17000.000000 0 0.110084 0.160611 -2.902327 3.432671
17500.000000 0 0.110084 0.161569 -2.904162 3.430921
18000.000000 0 0.110084 0.162569 -2.906092 3.429098
18500.000000 0 0.110084 0.163614 -2.908115 3.427201
19000.000000 0 0.110084 0.164706 -2.910233 3.425228
19500.000000 0 0.110084 0.165845 -2.912444 3.423178
20000.000000 0 0.110084 0.167035 -2.914748 3.421050
20500.000000 0 0.110084 0.168277 -2.917144 3.418842
21000.000000 0 0.110084 0.169573 -2.919633 3.416554
21500.000000 0 0.110084 0.170926 -2.922212 3.414183
22000.000000 0 0.110084 0.172339 -2.924882 3.411729
22500.000000 0 0.110084 0.173813 -2.927641 3.409190
23000.000000 0 0.110084 0.175351 -2.930487 3.406565
23500.000000 0 0.110084 0.176955 -2.933421 3.403853
24000.000000 0 0.110084 0.178630 -2.936439 3.401054
24500.000000 0 0.110084 0.180377 -2.939541 3.398165
25000.000000 0 0.110084 0.181279 -2.941122 3.396687
25500.000000 0 0.110084 0.182200 -2.942723 3.395186
26000.000000 0 0.110084 0.183141 -2.944343 3.393662
26500.000000 0 0.110084 0.184102 -2.945983 3.392116
27000.000000 0 0.110084 0.185083 -2.947642 3.390546
27500.000000 0 0.110084 0.186086 -2.949319 3.388954
28000.000000 0 0.110084 0.187110 -2.951014 3.387338
28500.000000 0 0.110084 0.188156 -2.952727 3.385699
29000.000000 0 0.110084 0.189225 -2.954457 3.384037
29500.000000 0 0.110084 0.190316 -2.956203 3.382352
30000.000000 0 0.110084 0.191431 -2.957966 3.380642
30500.000000 0 0.110084 0.192571 -2.959743 3.378910
31000.000000 0 0.110084 0.193734 -2.961536 3.377153
31500.000000 0 0.110084 0.194923 -2.963342 3.375373
32000.000000 0 0.110084 0.196137 -2.965162 3.373570
32500.000000 0 0.110084 0.197378 -2.966994 3.371742
33000.000000 0 0.110084 0.198646 -2.968838 3.369891
33500.000000 0 0.110084 0.199941 -2.970693 3.368016
34000.000000 0 0.110084 0.201264 -2.972558 3.366118
34500.000000 0 0.110084 0.202616 -2.974432 3.364195
35000.000000 0 0.110084 0.203998 -2.976313 3.362249
35500.000000 0 0.110084 0.205410 -2.978202 3.360279
36000.000000 0 0.110084 0.206853 -2.980096 3.358286
36500.000000 0 0.110084 0.208327 -2.981994 3.356269
37000.000000 0 0.110084 0.209835 -2.983895 3.354228
37500.000000 0 0.110084 0.211375 -2.985798 3.352164
38000.000000 0 0.110084 0.212950 -2.987700 3.350077
38500.000000 0 0.110084 0.214559 -2.989602 3.347967
39000.000000 0 0.110084 0.216205 -2.991500 3.345833
39500.000000 0 0.110084 0.217887 -2.993393 3.343677
40000.000000 0 0.110084 0.219607 -2.995280 3.341497
40500.000000 0 0.110084 0.221366 -2.997158 3.339296
41000.000000 0 0.110084 0.223165 -2.999025 3.337071
41500.000000 0 0.110084 0.225005 -3.000878 3.334825
42000.000000 0 0.110084 0.226886 -3.002717 3.332557
42500.000000 0 0.110084 0.228811 -3.004538 3.330268
43000.000000 0 0.110084 0.230780 -3.006339 3.327957
43500.000000 0 0.110084 0.232794 -3.008116 3.325625
44000.000000 0 0.110084 0.234856 -3.009868 3.323273
44500.000000 0 0.110084 0.236965 -3.011590 3.320901
45000.000000 0 0.110084 0.239124 -3.013281 3.318508
45500.000000 0 0.110084 0.241334 -3.014937 3.316097
46000.000000 0 0.110084 0.243597 -3.016553 3.313667
46500.000000 0 0.110084 0.245913 -3.018127 3.311218
47000.000000 0 0.110084 0.248285 -3.019655 3.308752
47500.000000 0 0.110084 0.250714 -3.021132 3.306268
48000.000000 0 0.110084 0.253202 -3.022554 3.303768
48500.000000 0 0.110084 0.254469 -3.023244 3.302512
49000.000000 0 0.110084 0.255751 -3.023918 3.301252
49500.000000 0 0.110084 0.257049 -3.024576 3.299988
50000.000000 0 0.110084 0.258363 -3.025217 3.298721
50500.000000 0 0.110084 0.259693 -3.025841 3.297450
51000.000000 0 0.110084 0.261040 -3.026448 3.296175
51500.000000 0 0.110084 0.262403 -3.027036 3.294898
52000.000000 0 0.110084 0.263783 -3.027605 3.293616
52500.000000 0 0.110084 0.265180 -3.028154 3.292332
53000.000000 0 0.110084 0.266595 -3.028682 3.291044
53500.000000 0 0.110084 0.268027 -3.029189 3.289754
54000.000000 0 0.110084 0.269478 -3.029674 3.288461
54500.000000 0 0.110084 0.270946 -3.030137 3.287165
55000.000000 0 0.110084 0.272434 -3.030576 3.285866
55500.000000 0 0.110084 0.273941 -3.030991 3.284565
56000.000000 0 0.110084 0.275466 -3.031380 3.283261
56500.000000 0 0.110084 0.277012 -3.031744 3.281956
57000.000000 0 0.110084 0.278577 -3.032081 3.280648
57500.000000 0 0.110084 0.280162 -3.032390 3.279338
58000.000000 0 0.110084 0.281769 -3.032671 3.278027
58500.000000 0 0.110084 0.283396 -3.032922 3.276713
59000.000000 0 0.110084 0.285044 -3.033143 3.275399
59500.000000 0 0.110084 0.286714 -3.033333 3.274083
60000.000000 0 0.110084 0.288406 -3.033490 3.272766
60500.000000 0 0.110084 0.290120 -3.033615 3.271448
61000.000000 0 0.110084 0.291858 -3.033705 3.270129
61500.000000 0 0.110084 0.293618 -3.033759 3.268809
62000.000000 0 0.110084 0.295402 -3.033778 3.267489
62500.000000 0 0.110084 0.297210 -3.033759 3.266169
63000.000000 0 0.110084 0.299043 -3.033701 3.264849
63500.000000 0 0.110084 0.300900 -3.033604 3.263529
64000.000000 0 0.110084 0.302782 -3.033466 3.262209
64500.000000 0 0.110084 0.304691 -3.033286 3.260889
65000.000000 0 0.110084 0.306625 -3.033063 3.259571
65500.000000 0 0.110084 0.308586 -3.032796 3.258253
66000.000000 0 0.110084 0.310575 -3.032483 3.256937
66500.000000 0 0.110084 0.312590 -3.032122 3.255622
67000.000000 0 0.110084 0.314634 -3.031714 3.254309
67500.000000 0 0.110084 0.316707 -3.031256 3.252998
68000.000000 0 0.110084 0.318808 -3.030747 3.251689
68500.000000 0 0.110084 0.320940 -3.030186 3.250382
69000.000000 0 0.110084 0.323101 -3.029571 3.249079
69500.000000 0 0.110084 0.325293 -3.028901 3.247778
70000.000000 0 0.110084 0.327516 -3.028174 3.246481
70500.000000 0 0.110084 0.329771 -3.027388 3.245188
71000.000000 0 0.110084 0.332058 -3.026543 3.243898
71500.000000 0 0.110084 0.334377 -3.025637 3.242613
72000.000000 0 0.110084 0.336730 -3.024667 3.241333
72500.000000 0 0.110084 0.339117 -3.023633 3.240057
73000.000000 0 0.110084 0.341539 -3.022532 3.238787
73500.000000 0 0.110084 0.343995 -3.021363 3.237524
74000.000000 0 0.110084 0.346487 -3.020125 3.236266
74500.000000 0 0.110084 0.349015 -3.018815 3.235015
75000.000000 0 0.110084 0.351579 -3.017431 3.233771
75500.000000 0 0.110084 0.354181 -3.015972 3.232535
76000.000000 0 0.110084 0.356820 -3.014435 3.231307
76500.000000 0 0.110084 0.359497 -3.012820 3.230088
77000.000000 0 0.110084 0.362213 -3.011123 3.228878
77500.000000 0 0.110084 0.364968 -3.009343 3.227678
78000.000000 0 0.110084 0.367762 -3.007477 3.226488
78500.000000 0 0.110084 0.370596 -3.005525 3.225309
79000.000000 0 0.110084 0.373469 -3.003482 3.224143
79500.000000 0 0.110084 0.376383 -3.001348 3.222988
80000.000000 0 0.110084 0.379338 -2.999120 3.221848
80500.000000 0 0.110084 0.382333 -2.996796 3.220721
81000.000000 0 0.110084 0.385368 -2.994372 3.219609
81500.000000 0 0.110084 0.388444 -2.991848 3.218514
82000.000000 0 0.110084 0.391561 -2.989221 3.217436
82500.000000 0 0.110084 0.394718 -2.986487 3.216376
83000.000000 0 0.110084 0.397914 -2.983645 3.215335
83500.000000 0 0.110084 0.401149 -2.980692 3.214315
84000.000000 0 0.110084 0.404422 -2.977625 3.213317
84500.000000 0 0.110084 0.407733 -2.974442 3.212342
85000.000000 0 0.110084 0.411080 -2.971140 3.211393
85500.000000 0 0.110084 0.414461 -2.967716 3.210470
86000.000000 0 0.110084 0.417874 -2.964168 3.209576
86500.000000 0 0.110084 0.421318 -2.960491 3.208712
87000.000000 0 0.110084 0.424790 -2.956685 3.207882
87500.000000 0 0.110084 0.428287 -2.952745 3.207087
88000.000000 0 0.110084 0.431806 -2.948668 3.206329
88500.000000 0 0.110084 0.435341 -2.944451 3.205613
89000.000000 0 0.110084 0.438890 -2.940092 3.204940
89500.000000 0 0.110084 0.442447 -2.935586 3.204314
90000.000000 0 0.110084 0.446005 -2.930931 3.203738
90500.000000 0 0.110084 0.449557 -2.926124 3.203217
91000.000000 0 0.110084 0.453097 -2.921160 3.202755
