t Ka M R logL logTeff
500.000000 0 0.110084 0.133323 -2.841693 3.488264
1000.000000 0 0.110084 0.133633 -2.839671 3.488267
1500.000000 0 0.110084 0.133944 -2.837759 3.488239
2000.000000 0 0.110084 0.134258 -2.835959 3.488181
2500.000000 0 0.110084 0.134575 -2.834270 3.488091
3000.000000 0 0.110084 0.134896 -2.832691 3.487967
3500.000000 0 0.110084 0.135223 -2.831224 3.487810
4000.000000 0 0.110084 0.135555 -2.829867 3.487617
4500.000000 0 0.110084 0.135893 -2.828622 3.487387
5000.000000 0 0.110084 0.136238 -2.827487 3.487120
5500.000000 0 0.110084 0.136591 -2.826464 3.486814
6000.000000 0 0.110084 0.136952 -2.825551 3.486469
6500.000000 0 0.110084 0.137322 -2.824749 3.486083
7000.000000 0 0.110084 0.137703 -2.824059 3.485654
7500.000000 0 0.110084 0.138094 -2.823479 3.485183
8000.000000 0 0.110084 0.138497 -2.823010 3.484668
8500.000000 0 0.110084 0.138912 -2.822652 3.484108
9000.000000 0 0.110084 0.139340 -2.822406 3.483502
9500.000000 0 0.110084 0.139782 -2.822270 3.482848
10000.000000 0 0.110084 0.140238 -2.822245 3.482146
10500.000000 0 0.110084 0.140711 -2.822331 3.481394
11000.000000 0 0.110084 0.141200 -2.822528 3.480592
11500.000000 0 0.110084 0.141706 -2.822836 3.479738
12000.000000 0 0.110084 0.142230 -2.823255 3.478831
12500.000000 0 0.110084 0.142773 -2.823785 3.477871
13000.000000 0 0.110084 0.143337 -2.824425 3.476856
13500.000000 0 0.110084 0.143921 -2.825177 3.475784
14000.000000 0 0.110084 0.144527 -2.826039 3.474656
14500.000000 0 0.110084 0.145156 -2.827012 3.473469
15000.000000 0 0.110084 0.145810 -2.828095 3.472224
15500.000000 0 0.110084 0.146488 -2.829289 3.470918
16000.000000 0 0.110084 0.147192 -2.830594 3.469550
16500.000000 0 0.110084 0.147923 -2.832008 3.468121
17000.000000 0 0.110084 0.148682 -2.833533 3.466628
17500.000000 0 0.110084 0.149471 -2.835167 3.465070
18000.000000 0 0.110084 0.150290 -2.836910 3.463447
18500.000000 0 0.110084 0.151142 -2.838763 3.461758
19000.000000 0 0.110084 0.152026 -2.840724 3.460001
19500.000000 0 0.110084 0.152944 -2.842792 3.458176
20000.000000 0 0.110084 0.153898 -2.844968 3.456281
20500.000000 0 0.110084 0.154890 -2.847250 3.454317
21000.000000 0 0.110084 0.155920 -2.849637 3.452281
21500.000000 0 0.110084 0.156990 -2.852129 3.450173
22000.000000 0 0.110084 0.158101 -2.854722 3.447993
22500.000000 0 0.110084 0.159256 -2.857417 3.445739
23000.000000 0 0.110084 0.160456 -2.860210 3.443411
23500.000000 0 0.110084 0.161702 -2.863100 3.441008
24000.000000 0 0.110084 0.162997 -2.866084 3.438530
24500.000000 0 0.110084 0.164342 -2.869158 3.435977
25000.000000 0 0.110084 0.165740 -2.872319 3.433347
25500.000000 0 0.110084 0.167192 -2.875563 3.430642
26000.000000 0 0.110084 0.168701 -2.878884 3.427860
26500.000000 0 0.110084 0.170269 -2.882278 3.425003
27000.000000 0 0.110084 0.171899 -2.885739 3.422069
27500.000000 0 0.110084 0.173593 -2.889257 3.419060
28000.000000 0 0.110084 0.174465 -2.891036 3.417528
28500.000000 0 0.110084 0.175354 -2.892827 3.415977
29000.000000 0 0.110084 0.176260 -2.894627 3.414407
29500.000000 0 0.110084 0.177184 -2.896437 3.412819
30000.000000 0 0.110084 0.178126 -2.898254 3.411213
30500.000000 0 0.110084 0.179087 -2.900078 3.409589
31000.000000 0 0.110084 0.180066 -2.901906 3.407948
31500.000000 0 0.110084 0.181066 -2.903737 3.406288
32000.000000 0 0.110084 0.182084 -2.905569 3.404612
32500.000000 0 0.110084 0.183124 -2.907401 3.402918
33000.000000 0 0.110084 0.184184 -2.909230 3.401208
33500.000000 0 0.110084 0.185265 -2.911055 3.399480
34000.000000 0 0.110084 0.186368 -2.912873 3.397737
34500.000000 0 0.110084 0.187493 -2.914681 3.395978
35000.000000 0 0.110084 0.188640 -2.916478 3.394204
35500.000000 0 0.110084 0.189811 -2.918261 3.392414
36000.000000 0 0.110084 0.191006 -2.920026 3.390610
36500.000000 0 0.110084 0.192225 -2.921772 3.388792
37000.000000 0 0.110084 0.193469 -2.923495 3.386961
37500.000000 0 0.110084 0.194739 -2.925191 3.385116
38000.000000 0 0.110084 0.196035 -2.926857 3.383259
38500.000000 0 0.110084 0.197358 -2.928491 3.381391
39000.000000 0 0.110084 0.198708 -2.930087 3.379511
39500.000000 0 0.110084 0.200087 -2.931641 3.377621
40000.000000 0 0.110084 0.201495 -2.933150 3.375721
40500.000000 0 0.110084 0.202932 -2.934610 3.373813
41000.000000 0 0.110084 0.204400 -2.936014 3.371897
41500.000000 0 0.110084 0.205899 -2.937359 3.369973
