t Ka M R logL logTeff
99.904584 1 1.000084 0.890812 -0.153854 3.747784
199.809347 1 1.000083 0.893298 -0.151512 3.747764
299.714289 1 1.000083 0.895792 -0.149118 3.747758
399.619413 1 1.000082 0.898296 -0.146672 3.747763
499.524719 1 1.000082 0.900811 -0.144173 3.747781
599.430211 1 1.000081 0.903337 -0.141622 3.747810
699.335889 1 1.000081 0.905876 -0.139019 3.747851
799.241755 1 1.000080 0.908429 -0.136364 3.747904
899.147812 1 1.000080 0.910996 -0.133657 3.747968
999.054061 1 1.000079 0.913579 -0.130897 3.748043
1098.960503 1 1.000079 0.916179 -0.128085 3.748129
1198.867142 1 1.000078 0.918797 -0.125221 3.748225
1298.773978 1 1.000078 0.921433 -0.122305 3.748332
1398.681015 1 1.000077 0.924090 -0.119337 3.748449
1498.588254 1 1.000076 0.926767 -0.116316 3.748576
1598.495697 1 1.000076 0.929467 -0.113243 3.748713
1698.403347 1 1.000075 0.932190 -0.110118 3.748859
1798.311206 1 1.000075 0.934937 -0.106941 3.749014
1898.219276 1 1.000074 0.937709 -0.103711 3.749179
1998.127560 1 1.000074 0.940508 -0.100430 3.749352
2098.036060 1 1.000073 0.943335 -0.097096 3.749534
2197.944780 1 1.000073 0.946191 -0.093710 3.749724
2297.853720 1 1.000072 0.949077 -0.090271 3.749922
2397.762885 1 1.000071 0.951994 -0.086781 3.750128
2497.672277 1 1.000071 0.954944 -0.083238 3.750342
2597.581899 1 1.000070 0.957927 -0.079643 3.750564
2697.491753 1 1.000069 0.960946 -0.075995 3.750792
2797.401844 1 1.000069 0.964001 -0.072296 3.751028
2897.312173 1 1.000068 0.967093 -0.068544 3.751270
2997.222744 1 1.000068 0.970225 -0.064740 3.751519
3097.133560 1 1.000067 0.973396 -0.060884 3.751775
3197.044625 1 1.000066 0.976609 -0.056975 3.752036
3296.955941 1 1.000066 0.979866 -0.053015 3.752304
3396.867514 1 1.000065 0.983166 -0.049001 3.752577
3496.779345 1 1.000064 0.986513 -0.044936 3.752855
3596.691439 1 1.000064 0.989907 -0.040818 3.753139
3696.603799 1 1.000063 0.993349 -0.036648 3.753427
3796.516431 1 1.000062 0.996842 -0.032426 3.753721
3896.429336 1 1.000061 1.000387 -0.028151 3.754019
3996.342520 1 1.000061 1.003985 -0.023824 3.754321
4096.255988 1 1.000060 1.007639 -0.019445 3.754627
4196.169742 1 1.000059 1.011350 -0.015013 3.754937
4296.083788 1 1.000058 1.015119 -0.010529 3.755250
4395.998130 1 1.000057 1.018949 -0.005992 3.755566
4495.912773 1 1.000057 1.022841 -0.001402 3.755886
4595.827723 1 1.000056 1.026798 0.003240 3.756208
4695.742983 1 1.000055 1.030822 0.007935 3.756533
4795.658559 1 1.000054 1.034914 0.012683 3.756859
4895.574456 1 1.000053 1.039078 0.017484 3.757187
4995.490680 1 1.000052 1.043315 0.022338 3.757517
5095.407236 1 1.000052 1.047629 0.027245 3.757848
5195.324130 1 1.000051 1.052022 0.032205 3.758179
5295.241369 1 1.000050 1.056496 0.037219 3.758511
5395.158957 1 1.000049 1.061056 0.042287 3.758843
5495.076902 1 1.000048 1.065704 0.047409 3.759174
5594.995209 1 1.000047 1.070445 0.052585 3.759505
5694.913886 1 1.000046 1.075281 0.057816 3.759833
5794.832940 1 1.000045 1.080218 0.063101 3.760160
5894.752376 1 1.000044 1.085259 0.068442 3.760484
5994.672204 1 1.000043 1.090410 0.073839 3.760805
6094.592429 1 1.000042 1.095676 0.079293 3.761123
6194.513061 1 1.000041 1.101063 0.084803 3.761435
6294.434106 1 1.000039 1.106577 0.090370 3.761742
6394.355573 1 1.000038 1.112225 0.095996 3.762043
6494.277471 1 1.000037 1.118015 0.101681 3.762337
6594.199809 1 1.000036 1.123954 0.107426 3.762623
6694.122595 1 1.000035 1.130053 0.113232 3.762899
6794.045838 1 1.000034 1.136321 0.119100 3.763165
6893.969550 1 1.000032 1.142768 0.125032 3.763419
6993.893739 1 1.000031 1.149407 0.131027 3.763661
7093.818416 1 1.000030 1.156251 0.137089 3.763887
7193.743592 1 1.000028 1.163314 0.143219 3.764097
7293.669278 1 1.000027 1.170613 0.149419 3.764289
7393.595485 1 1.000026 1.178164 0.155690 3.764460
7493.522226 1 1.000024 1.185987 0.162035 3.764609
7593.449513 1 1.000023 1.194103 0.168456 3.764734
7693.377359 1 1.000021 1.202535 0.174956 3.764831
7793.305777 1 1.000020 1.211310 0.181538 3.764898
7893.234782 1 1.000018 1.220455 0.188206 3.764931
7993.164388 1 1.000016 1.230002 0.194961 3.764928
8093.094611 1 1.000015 1.239986 0.201810 3.764885
8193.025466 1 1.000013 1.250445 0.208755 3.764797
8292.956971 1 1.000011 1.261424 0.215801 3.764660
8392.889142 1 1.000009 1.272968 0.222954 3.764470
8442.855570 1 1.000009 1.279263 0.227975 3.764654
8467.838872 1 1.000008 1.285079 0.235054 3.765439
8492.822219 1 1.000008 1.296354 0.246041 3.766289
8517.805612 1 1.000007 1.307634 0.254727 3.766579
8567.772494 1 1.000006 1.314497 0.258682 3.766431
8617.739572 1 1.000005 1.321553 0.262668 3.766265
8667.706851 1 1.000004 1.328813 0.266688 3.766081
8717.674333 1 1.000003 1.336286 0.270742 3.765876
8767.642022 1 1.000002 1.343983 0.274830 3.765651
8817.609921 1 1.000001 1.351917 0.278953 3.765404
8867.578033 1 0.999999 1.360102 0.283113 3.765133
8917.546362 1 0.999998 1.368551 0.287311 3.764838
8967.514912 1 0.999997 1.377280 0.291547 3.764516
9017.483686 1 0.999996 1.386307 0.295823 3.764167
9067.452689 1 0.999995 1.395651 0.300140 3.763787
9117.421924 1 0.999993 1.405333 0.304499 3.763376
9167.391396 1 0.999992 1.415379 0.308901 3.762929
9217.361109 1 0.999991 1.425815 0.313348 3.762446
9267.331067 1 0.999990 1.436672 0.317840 3.761922
9317.301275 1 0.999988 1.447985 0.322380 3.761353
9367.271737 1 0.999987 1.459796 0.326968 3.760736
9417.242460 1 0.999985 1.472152 0.331607 3.760066
9467.213447 1 0.999984 1.485107 0.336297 3.759336
9517.184705 1 0.999983 1.498726 0.341040 3.758540
9567.156238 1 0.999981 1.513083 0.345839 3.757669
9592.142146 1 0.999980 1.520566 0.348259 3.757203
9617.128125 1 0.999980 1.528268 0.350694 3.756714
9642.114178 1 0.999979 1.536204 0.353144 3.756202
9667.100304 1 0.999978 1.544387 0.355608 3.755664
9692.086504 1 0.999977 1.552835 0.358087 3.755100
9717.072779 1 0.999976 1.561566 0.360582 3.754506
9742.059131 1 0.999976 1.570599 0.363092 3.753881
9767.045559 1 0.999975 1.579956 0.365618 3.753223
9792.032066 1 0.999974 1.589660 0.368160 3.752528
9817.018651 1 0.999973 1.599738 0.370719 3.751796
9842.005316 1 0.999972 1.610219 0.373294 3.751022
9866.992062 1 0.999971 1.621134 0.375886 3.750203
9891.978890 1 0.999970 1.632517 0.378495 3.749335
9916.965801 1 0.999970 1.644408 0.381121 3.748416
9935.706047 1 0.999969 1.653685 0.383102 3.747690
9963.816488 1 0.999968 1.668223 0.386093 3.746537
9991.927038 2 0.999967 1.683575 0.389107 3.745301
9993.617587 2 0.999965 1.685110 0.389321 3.745157
9998.878089 2 0.999961 1.689896 0.389986 3.744707
10004.138678 2 0.999957 1.694695 0.390651 3.744258
10009.399355 2 0.999952 1.699508 0.391316 3.743808
10014.660118 2 0.999948 1.704334 0.391981 3.743358
10019.920970 2 0.999944 1.709175 0.392646 3.742909
10025.181910 2 0.999939 1.714029 0.393312 3.742459
10030.442939 2 0.999935 1.718897 0.393977 3.742010
10035.704056 2 0.999930 1.723779 0.394642 3.741560
10040.965263 2 0.999926 1.728674 0.395307 3.741111
10046.226560 2 0.999921 1.733584 0.395972 3.740661
10051.487948 2 0.999917 1.738508 0.396638 3.740212
10056.749426 2 0.999912 1.743445 0.397303 3.739762
10062.010995 2 0.999907 1.748397 0.397968 3.739313
10067.272655 2 0.999903 1.753362 0.398634 3.738863
10072.534408 2 0.999898 1.758342 0.399299 3.738414
10077.796253 2 0.999894 1.763336 0.399965 3.737964
10083.058190 2 0.999889 1.768344 0.400630 3.737515
10088.320220 2 0.999884 1.773367 0.401296 3.737065
10093.582344 2 0.999880 1.778404 0.401962 3.736616
10098.844562 2 0.999875 1.783455 0.402627 3.736166
10104.106875 2 0.999870 1.788520 0.403293 3.735717
10109.369282 2 0.999865 1.793600 0.403959 3.735267
10114.631784 2 0.999861 1.798694 0.404624 3.734818
10119.894382 2 0.999856 1.803803 0.405290 3.734369
10125.157076 2 0.999851 1.808926 0.405956 3.733919
10130.419866 2 0.999846 1.814064 0.406622 3.733470
10135.682753 2 0.999841 1.819217 0.407288 3.733020
10140.945738 2 0.999836 1.824384 0.407954 3.732571
10146.208820 2 0.999831 1.829566 0.408620 3.732121
10151.472000 2 0.999826 1.834763 0.409286 3.731672
10156.735279 2 0.999821 1.839974 0.409952 3.731223
10161.998657 2 0.999816 1.845200 0.410618 3.730773
10167.262135 2 0.999811 1.850442 0.411284 3.730324
10172.525712 2 0.999806 1.855698 0.411950 3.729875
10177.789390 2 0.999801 1.860969 0.412616 3.729425
10183.053169 2 0.999796 1.866255 0.413283 3.728976
10188.317049 2 0.999791 1.871556 0.413949 3.728526
10193.581030 2 0.999786 1.876872 0.414615 3.728077
