t Ka M R logL logTeff
0.100000 1 29.998264 5.959722 5.050848 4.636240
0.200000 1 29.996426 5.982782 5.052931 4.635922
0.300000 1 29.994568 6.005963 5.055047 4.635611
0.400000 1 29.992689 6.029280 5.057199 4.635308
0.500000 1 29.990791 6.052750 5.059384 4.635010
0.600000 1 29.988871 6.076392 5.061604 4.634719
0.700000 1 29.986930 6.100222 5.063858 4.634432
0.800000 1 29.984966 6.124259 5.066147 4.634150
0.900000 1 29.982980 6.148521 5.068470 4.633873
1.000000 1 29.980970 6.173026 5.070827 4.633598
1.100000 1 29.978936 6.197793 5.073218 4.633327
1.200000 1 29.976878 6.222841 5.075644 4.633057
1.300000 1 29.974794 6.248190 5.078103 4.632789
1.400000 1 29.972684 6.273859 5.080597 4.632523
1.500000 1 29.970547 6.299867 5.083125 4.632256
1.600000 1 29.968383 6.326236 5.085688 4.631990
1.700000 1 29.966191 6.352986 5.088284 4.631723
1.800000 1 29.963970 6.380137 5.090914 4.631454
1.900000 1 29.961719 6.407712 5.093579 4.631184
2.000000 1 29.959437 6.435732 5.096278 4.630911
2.100000 1 29.957125 6.464218 5.099010 4.630635
2.200000 1 29.954780 6.493194 5.101777 4.630356
2.300000 1 29.952403 6.522682 5.104578 4.630072
2.400000 1 29.949991 6.552706 5.107412 4.629783
2.500000 1 29.947545 6.583289 5.110281 4.629489
2.600000 1 29.945063 6.614456 5.113183 4.629189
2.700000 1 29.942545 6.646232 5.116120 4.628883
2.800000 1 29.939989 6.678641 5.119090 4.628569
2.900000 1 29.937395 6.711709 5.122094 4.628248
3.000000 1 29.934761 6.745464 5.125132 4.627918
3.100000 1 29.932087 6.779931 5.128204 4.627579
3.200000 1 29.929371 6.815139 5.131309 4.627230
3.300000 1 29.926613 6.851117 5.134448 4.626872
3.400000 1 29.923811 6.887892 5.137621 4.626503
3.500000 1 29.920964 6.925497 5.140827 4.626122
3.600000 1 29.918071 6.963960 5.144067 4.625729
3.700000 1 29.915130 7.003314 5.147341 4.625324
3.800000 1 29.912141 7.043593 5.150648 4.624905
3.900000 1 29.909103 7.084829 5.153989 4.624473
4.000000 1 29.906013 7.127059 5.157363 4.624026
4.100000 1 29.902871 7.170317 5.160771 4.623564
4.200000 1 29.899675 7.214644 5.164212 4.623086
4.300000 1 29.896424 7.260077 5.167686 4.622591
4.400000 1 29.893117 7.306659 5.171194 4.622080
4.500000 1 29.889751 7.354432 5.174735 4.621550
4.600000 1 29.886326 7.403441 5.178309 4.621001
4.700000 1 29.882840 7.453735 5.181916 4.620433
4.800000 1 29.879291 7.505364 5.185557 4.619844
4.900000 1 29.875678 7.558380 5.189230 4.619234
5.000000 1 29.872000 7.612840 5.192937 4.618601
5.100000 1 29.868254 7.668803 5.196677 4.617946
5.200000 1 29.864439 7.726333 5.200449 4.617266
5.300000 1 29.860552 7.785498 5.204255 4.616561
5.400000 1 29.856594 7.846370 5.208093 4.615830
5.500000 1 29.852560 7.909029 5.211965 4.615070
5.600000 1 29.848451 7.973558 5.215869 4.614282
5.700000 1 29.844263 8.040047 5.219806 4.613463
5.800000 1 29.839996 8.108595 5.223775 4.612612
5.900000 1 29.835646 8.179308 5.227777 4.611727
6.000000 1 29.831213 8.252302 5.231812 4.610806
6.100000 1 29.826694 8.327703 5.235879 4.609848
