t Ka M R logL logTeff
500.000000 0 0.200084 0.224170 -2.153407 3.547500
1000.000000 0 0.200084 0.224689 -2.151314 3.547521
1500.000000 0 0.200084 0.225210 -2.149285 3.547526
2000.000000 0 0.200084 0.225734 -2.147319 3.547513
2500.000000 0 0.200084 0.226261 -2.145416 3.547482
3000.000000 0 0.200084 0.226792 -2.143578 3.547432
3500.000000 0 0.200084 0.227327 -2.141803 3.547364
4000.000000 0 0.200084 0.227867 -2.140092 3.547277
4500.000000 0 0.200084 0.228413 -2.138444 3.547169
5000.000000 0 0.200084 0.228964 -2.136860 3.547042
5500.000000 0 0.200084 0.229522 -2.135340 3.546893
6000.000000 0 0.200084 0.230087 -2.133883 3.546724
6500.000000 0 0.200084 0.230659 -2.132490 3.546533
7000.000000 0 0.200084 0.231240 -2.131161 3.546319
7500.000000 0 0.200084 0.231829 -2.129896 3.546083
8000.000000 0 0.200084 0.232428 -2.128694 3.545823
8500.000000 0 0.200084 0.233036 -2.127555 3.545540
9000.000000 0 0.200084 0.233655 -2.126481 3.545233
9500.000000 0 0.200084 0.234285 -2.125470 3.544901
10000.000000 0 0.200084 0.234926 -2.124523 3.544544
10500.000000 0 0.200084 0.235580 -2.123639 3.544161
11000.000000 0 0.200084 0.236247 -2.122819 3.543752
11500.000000 0 0.200084 0.236928 -2.122063 3.543317
12000.000000 0 0.200084 0.237622 -2.121370 3.542855
12500.000000 0 0.200084 0.238331 -2.120741 3.542365
13000.000000 0 0.200084 0.239056 -2.120176 3.541846
13500.000000 0 0.200084 0.239797 -2.119674 3.541300
14000.000000 0 0.200084 0.240555 -2.119235 3.540724
14500.000000 0 0.200084 0.241330 -2.118860 3.540119
15000.000000 0 0.200084 0.242124 -2.118549 3.539485
15500.000000 0 0.200084 0.242936 -2.118300 3.538819
16000.000000 0 0.200084 0.243768 -2.118115 3.538123
16500.000000 0 0.200084 0.244621 -2.117993 3.537396
17000.000000 0 0.200084 0.245494 -2.117934 3.536636
17500.000000 0 0.200084 0.246390 -2.117937 3.535845
18000.000000 0 0.200084 0.247308 -2.118002 3.535021
18500.000000 0 0.200084 0.248249 -2.118130 3.534164
19000.000000 0 0.200084 0.249215 -2.118319 3.533274
19500.000000 0 0.200084 0.250206 -2.118569 3.532349
20000.000000 0 0.200084 0.251223 -2.118879 3.531391
20500.000000 0 0.200084 0.252267 -2.119250 3.530398
21000.000000 0 0.200084 0.253339 -2.119679 3.529370
21500.000000 0 0.200084 0.254439 -2.120166 3.528307
22000.000000 0 0.200084 0.255569 -2.120709 3.527209
22500.000000 0 0.200084 0.256730 -2.121308 3.526075
23000.000000 0 0.200084 0.257923 -2.121960 3.524906
23500.000000 0 0.200084 0.259148 -2.122664 3.523700
24000.000000 0 0.200084 0.260408 -2.123417 3.522460
24500.000000 0 0.200084 0.261702 -2.124216 3.521183
25000.000000 0 0.200084 0.263033 -2.125059 3.519871
25500.000000 0 0.200084 0.264401 -2.125943 3.518523
26000.000000 0 0.200084 0.265809 -2.126862 3.517141
26500.000000 0 0.200084 0.267256 -2.127813 3.515723
27000.000000 0 0.200084 0.268746 -2.128790 3.514273
27500.000000 0 0.200084 0.270278 -2.129786 3.512788
28000.000000 0 0.200084 0.271856 -2.130796 3.511272
28500.000000 0 0.200084 0.273480 -2.131811 3.509725
29000.000000 0 0.200084 0.275154 -2.132823 3.508147
29500.000000 0 0.200084 0.276877 -2.133821 3.506542
30000.000000 0 0.200084 0.278653 -2.134793 3.504910
30500.000000 0 0.200084 0.280484 -2.135729 3.503254
31000.000000 0 0.200084 0.282372 -2.136612 3.501576
31500.000000 0 0.200084 0.284321 -2.137426 3.499880
32000.000000 0 0.200084 0.286331 -2.138155 3.498167
32500.000000 0 0.200084 0.288408 -2.138778 3.496443
33000.000000 0 0.200084 0.290553 -2.139271 3.494710
33500.000000 0 0.200084 0.292770 -2.139611 3.492975
34000.000000 0 0.200084 0.295063 -2.139770 3.491241
34500.000000 0 0.200084 0.297436 -2.139716 3.489514
35000.000000 0 0.200084 0.299894 -2.139416 3.487802
35500.000000 0 0.200084 0.302441 -2.138832 3.486112
36000.000000 0 0.200084 0.305083 -2.137921 3.484451
36500.000000 0 0.200084 0.307825 -2.136638 3.482829
37000.000000 0 0.200084 0.310674 -2.134932 3.481255
37500.000000 0 0.200084 0.313636 -2.132747 3.479741
38000.000000 0 0.200084 0.316718 -2.130022 3.478298
38500.000000 0 0.200084 0.318308 -2.128435 3.477608
39000.000000 0 0.200084 0.319930 -2.126688 3.476941
39500.000000 0 0.200084 0.321588 -2.124771 3.476298
40000.000000 0 0.200084 0.323281 -2.122672 3.475682
40500.000000 0 0.200084 0.325011 -2.120384 3.475096
41000.000000 0 0.200084 0.326780 -2.117894 3.474540
41500.000000 0 0.200084 0.328588 -2.115191 3.474017
42000.000000 0 0.200084 0.330438 -2.112263 3.473530
42500.000000 0 0.200084 0.332331 -2.109098 3.473081
43000.000000 0 0.200084 0.334269 -2.105683 3.472672
43500.000000 0 0.200084 0.336253 -2.102005 3.472306
44000.000000 0 0.200084 0.338286 -2.098049 3.471986
44500.000000 0 0.200084 0.340370 -2.093801 3.471715
45000.000000 0 0.200084 0.342507 -2.089245 3.471495
45500.000000 0 0.200084 0.344699 -2.084365 3.471329
46000.000000 0 0.200084 0.346950 -2.079145 3.471221
46500.000000 0 0.200084 0.349261 -2.073567 3.471174
47000.000000 0 0.200084 0.351637 -2.067614 3.471190
47500.000000 0 0.200084 0.354080 -2.061265 3.471273
48000.000000 0 0.200084 0.356596 -2.054501 3.471427
48500.000000 0 0.200084 0.359188 -2.047303 3.471654
49000.000000 0 0.200084 0.361861 -2.039647 3.471958
49500.000000 0 0.200084 0.364621 -2.031513 3.472341
50000.000000 0 0.200084 0.367475 -2.022876 3.472808
50500.000000 0 0.200084 0.370430 -2.013713 3.473359
51000.000000 0 0.200084 0.373495 -2.003999 3.473999
51500.000000 0 0.200084 0.376680 -1.993707 3.474728
52000.000000 0 0.200084 0.379997 -1.982810 3.475548
52500.000000 0 0.200084 0.383461 -1.971280 3.476460
53000.000000 0 0.200084 0.387089 -1.959087 3.477464
53500.000000 0 0.200084 0.390900 -1.946201 3.478558
54000.000000 0 0.200084 0.392882 -1.939488 3.479138
54500.000000 0 0.200084 0.394919 -1.932590 3.479739
55000.000000 0 0.200084 0.397015 -1.925503 3.480361
55500.000000 0 0.200084 0.399176 -1.918222 3.481003
56000.000000 0 0.200084 0.401404 -1.910742 3.481664
56500.000000 0 0.200084 0.403705 -1.903061 3.482343
57000.000000 0 0.200084 0.406086 -1.895172 3.483038
57500.000000 0 0.200084 0.408552 -1.887072 3.483749
58000.000000 0 0.200084 0.411110 -1.878756 3.484473
58500.000000 0 0.200084 0.413768 -1.870219 3.485208
59000.000000 0 0.200084 0.416534 -1.861456 3.485951
59500.000000 0 0.200084 0.419418 -1.852462 3.486701
60000.000000 0 0.200084 0.422431 -1.843233 3.487455
60500.000000 0 0.200084 0.425583 -1.833762 3.488208
61000.000000 0 0.200084 0.428889 -1.824046 3.488957
61500.000000 0 0.200084 0.432361 -1.814078 3.489698
62000.000000 0 0.200084 0.436018 -1.803854 3.490425
62500.000000 0 0.200084 0.439875 -1.793367 3.491134
63000.000000 0 0.200084 0.443954 -1.782612 3.491818
63500.000000 0 0.200084 0.448277 -1.771583 3.492471
64000.000000 0 0.200084 0.450538 -1.765965 3.492784
64500.000000 0 0.200084 0.452870 -1.760276 3.493085
65000.000000 0 0.200084 0.455276 -1.754515 3.493375
65500.000000 0 0.200084 0.457760 -1.748682 3.493651
66000.000000 0 0.200084 0.460326 -1.742777 3.493914
66500.000000 0 0.200084 0.462979 -1.736798 3.494161
67000.000000 0 0.200084 0.465723 -1.730744 3.494391
67500.000000 0 0.200084 0.468563 -1.724615 3.494603
68000.000000 0 0.200084 0.471504 -1.718411 3.494795
68500.000000 0 0.200084 0.474553 -1.712129 3.494966
69000.000000 0 0.200084 0.477713 -1.705770 3.495114
69500.000000 0 0.200084 0.480993 -1.699333 3.495238
70000.000000 0 0.200084 0.484399 -1.692816 3.495335
70500.000000 0 0.200084 0.487937 -1.686220 3.495404
71000.000000 0 0.200084 0.491616 -1.679543 3.495442
71500.000000 0 0.200084 0.495443 -1.672784 3.495448
72000.000000 0 0.200084 0.499427 -1.665942 3.495419
72500.000000 0 0.200084 0.503577 -1.659017 3.495353
73000.000000 0 0.200084 0.507903 -1.652008 3.495248
73500.000000 0 0.200084 0.512416 -1.644914 3.495101
74000.000000 0 0.200084 0.517126 -1.637734 3.494909
74500.000000 0 0.200084 0.521420 -1.631381 3.494702
75000.000000 0 0.200084 0.525316 -1.625766 3.494489
75500.000000 0 0.200084 0.528835 -1.620811 3.494278
76000.000000 0 0.200084 0.532004 -1.616442 3.494073
76480.344376 0 0.200084 0.534847 -1.612595 3.493877
76980.344376 0 0.200084 0.539986 -1.605804 3.493498
77480.344376 0 0.200084 0.543984 -1.600664 3.493181
77953.183370 0 0.200084 0.547067 -1.596781 3.492925
78453.183370 0 0.200084 0.551833 -1.590913 3.492508
78953.183370 2 0.200084 0.556776 -1.584992 3.492052
79104.730484 2 0.200082 0.553804 -1.587026 3.492706
79288.223904 2 0.200079 0.550228 -1.589489 3.493497
79439.778346 2 0.200077 0.547291 -1.591523 3.494151
79591.336048 2 0.200075 0.544370 -1.593557 3.494804
79742.896978 2 0.200073 0.541464 -1.595591 3.495458
79894.461103 2 0.200071 0.538574 -1.597625 3.496112
80046.028393 2 0.200069 0.535699 -1.599658 3.496766
80197.598815 2 0.200067 0.532839 -1.601692 3.497419
80349.172339 2 0.200065 0.529995 -1.603726 3.498073
80500.748934 2 0.200063 0.527166 -1.605759 3.498727
80652.328570 2 0.200061 0.524351 -1.607793 3.499381
80803.911215 2 0.200059 0.521552 -1.609826 3.500035
80955.496841 2 0.200057 0.518767 -1.611860 3.500689
81107.085417 2 0.200055 0.515998 -1.613893 3.501343
81258.676915 2 0.200053 0.513243 -1.615926 3.501998
81410.271305 2 0.200051 0.510502 -1.617960 3.502652
81561.868559 2 0.200049 0.507777 -1.619993 3.503306
