t Ka M R logL logTeff
0.100000 1 29.987794 7.781208 5.076736 4.584801
0.200000 1 29.975394 7.822334 5.078727 4.584154
0.300000 1 29.962882 7.863687 5.080740 4.583512
0.400000 1 29.950256 7.905282 5.082774 4.582875
0.500000 1 29.937513 7.947138 5.084829 4.582242
0.600000 1 29.924650 7.989274 5.086906 4.581613
0.700000 1 29.911666 8.031707 5.089004 4.580988
0.800000 1 29.898557 8.074457 5.091122 4.580365
0.900000 1 29.885321 8.117542 5.093262 4.579744
1.000000 1 29.871956 8.160983 5.095423 4.579125
1.100000 1 29.858458 8.204800 5.097605 4.578508
1.200000 1 29.844826 8.249012 5.099807 4.577891
1.300000 1 29.831056 8.293640 5.102030 4.577275
1.400000 1 29.817145 8.338706 5.104273 4.576660
1.500000 1 29.803091 8.384230 5.106538 4.576043
1.600000 1 29.788891 8.430235 5.108822 4.575426
1.700000 1 29.774542 8.476743 5.111127 4.574808
1.800000 1 29.760042 8.523777 5.113452 4.574188
1.900000 1 29.745387 8.571359 5.115798 4.573565
2.000000 1 29.730574 8.619513 5.118163 4.572940
2.100000 1 29.715601 8.668264 5.120549 4.572312
2.200000 1 29.700464 8.717635 5.122955 4.571680
2.300000 1 29.685161 8.767652 5.125380 4.571044
2.400000 1 29.669688 8.818340 5.127825 4.570403
2.500000 1 29.654043 8.869725 5.130290 4.569758
2.600000 1 29.638222 8.921834 5.132775 4.569107
2.700000 1 29.622222 8.974693 5.135279 4.568450
2.800000 1 29.606040 9.028331 5.137802 4.567787
2.900000 1 29.589673 9.082775 5.140345 4.567117
3.000000 1 29.573118 9.138056 5.142907 4.566440
3.100000 1 29.556371 9.194202 5.145488 4.565756
3.200000 1 29.539430 9.251245 5.148088 4.565063
3.300000 1 29.522290 9.309215 5.150708 4.564361
3.400000 1 29.504950 9.368145 5.153346 4.563650
3.500000 1 29.487405 9.428067 5.156003 4.562930
3.600000 1 29.469653 9.489018 5.158679 4.562200
3.700000 1 29.451690 9.551031 5.161373 4.561459
3.800000 1 29.433512 9.614144 5.164086 4.560707
3.900000 1 29.415118 9.678394 5.166817 4.559943
4.000000 1 29.396503 9.743821 5.169567 4.559168
4.100000 1 29.377665 9.810467 5.172335 4.558379
4.200000 1 29.358600 9.878375 5.175121 4.557578
4.300000 1 29.339305 9.947589 5.177926 4.556763
4.400000 1 29.319777 10.018158 5.180748 4.555934
4.500000 1 29.300013 10.090131 5.183589 4.555089
4.600000 1 29.280009 10.163561 5.186447 4.554229
4.700000 1 29.259764 10.238506 5.189323 4.553353
4.800000 1 29.239274 10.315023 5.192217 4.552460
4.900000 1 29.218536 10.393178 5.195129 4.551549
5.000000 1 29.197548 10.473039 5.198058 4.550619
5.100000 1 29.176307 10.554678 5.201005 4.549669
5.200000 1 29.154810 10.638175 5.203969 4.548699
5.300000 1 29.133056 10.723616 5.206951 4.547708
5.400000 1 29.111042 10.811093 5.209951 4.546693
5.500000 1 29.088766 10.900707 5.212968 4.545655
5.600000 1 29.066226 10.992566 5.216002 4.544591
5.700000 1 29.043422 11.086792 5.219053 4.543501
5.800000 1 29.020351 11.183514 5.222122 4.542382
5.900000 1 28.997014 11.282877 5.225209 4.541233
6.000000 1 28.973409 11.385038 5.228312 4.540051
6.100000 1 28.949536 11.490171 5.231434 4.538836
6.200000 1 28.925397 11.598467 5.234572 4.537583
6.300000 1 28.900991 11.710138 5.237729 4.536292
6.400000 1 28.876321 11.825418 5.240903 4.534958
6.500000 1 28.863855 11.884482 5.242495 4.534274
6.600000 1 28.851323 11.944546 5.244092 4.533579
6.700000 1 28.838727 12.005649 5.245694 4.532871
6.800000 1 28.826067 12.067828 5.247300 4.532151
6.900000 1 28.813344 12.131125 5.248910 4.531418
7.000000 1 28.800557 12.195583 5.250525 4.530671
7.100000 1 28.787709 12.261247 5.252145 4.529910
7.200000 1 28.774799 12.328165 5.253770 4.529134
7.300000 1 28.761828 12.396388 5.255399 4.528343
7.400000 1 28.748797 12.465968 5.257032 4.527536
7.500000 1 28.735707 12.536961 5.258671 4.526712
7.600000 1 28.722560 12.609428 5.260314 4.525871
7.700000 1 28.709356 12.683430 5.261962 4.525013
7.800000 1 28.696097 12.759034 5.263616 4.524136
7.900000 1 28.682784 12.836310 5.265274 4.523239
8.000000 1 28.669418 12.915331 5.266937 4.522322
8.100000 1 28.656002 12.996175 5.268605 4.521384
8.200000 1 28.642537 13.078924 5.270278 4.520424
8.300000 1 28.629024 13.163666 5.271956 4.519441
8.400000 1 28.615466 13.250493 5.273640 4.518435
8.500000 1 28.601865 13.339502 5.275329 4.517403
8.600000 1 28.588223 13.430795 5.277023 4.516346
8.700000 1 28.574543 13.524483 5.278724 4.515261
8.800000 1 28.560827 13.620680 5.280429 4.514148
8.900000 1 28.547079 13.719508 5.282141 4.513006
9.000000 1 28.533300 13.821098 5.283858 4.511834
9.100000 1 28.519495 13.925585 5.285581 4.510629
9.200000 1 28.505667 14.033117 5.287311 4.509391
9.300000 1 28.491819 14.143846 5.289046 4.508118
9.400000 1 28.477956 14.257936 5.290788 4.506809
9.500000 1 28.464081 14.375560 5.292537 4.505462
9.600000 1 28.450199 14.496903 5.294292 4.504076
9.700000 1 28.436314 14.622161 5.296055 4.502648
9.800000 1 28.422433 14.751540 5.297824 4.501178
9.900000 1 28.408558 14.885263 5.299600 4.499662
10.000000 1 28.394697 15.023562 5.301384 4.498100
10.100000 1 28.380855 15.166689 5.303176 4.496489
10.200000 1 28.367039 15.314908 5.304975 4.494827
10.300000 1 28.360146 15.391018 5.305878 4.493976
10.400000 1 28.353263 15.468508 5.306783 4.493112
10.500000 1 28.346390 15.547417 5.307690 4.492234
10.600000 1 28.339528 15.627786 5.308599 4.491342
10.700000 1 28.332678 15.709654 5.309511 4.490435
10.800000 1 28.325840 15.793064 5.310424 4.489513
10.900000 1 28.319017 15.878059 5.311340 4.488577
11.000000 1 28.312208 15.964685 5.312258 4.487625
11.100000 1 28.305415 16.052987 5.313179 4.486657
11.200000 1 28.298640 16.143015 5.314101 4.485674
11.300000 1 28.291882 16.234817 5.315027 4.484673
11.400000 1 28.285143 16.328445 5.315954 4.483657
11.500000 1 28.278424 16.423952 5.316884 4.482623
11.600000 1 28.271727 16.521393 5.317817 4.481571
11.700000 1 28.265052 16.620824 5.318752 4.480502
11.800000 1 28.258402 16.722306 5.319690 4.479415
11.900000 1 28.251776 16.825897 5.320630 4.478309
12.000000 1 28.245176 16.931662 5.321573 4.477184
12.100000 1 28.238603 17.039664 5.322519 4.476040
12.200000 1 28.232060 17.149973 5.323467 4.474876
12.300000 1 28.225546 17.262657 5.324418 4.473691
12.400000 1 28.219064 17.377788 5.325373 4.472486
12.500000 1 28.212615 17.495442 5.326330 4.471261
12.600000 1 28.206200 17.615696 5.327290 4.470013
12.700000 1 28.199821 17.738631 5.328253 4.468744
12.800000 1 28.193478 17.864329 5.329219 4.467452
12.900000 1 28.187175 17.992878 5.330188 4.466137
13.000000 1 28.180911 18.124366 5.331161 4.464799
13.100000 1 28.174689 18.258887 5.332136 4.463438
13.200000 1 28.168510 18.396537 5.333115 4.462051
13.300000 1 28.162376 18.537416 5.334098 4.460640
13.400000 1 28.156288 18.681628 5.335083 4.459204
13.500000 1 28.150248 18.829279 5.336072 4.457742
13.600000 1 28.144258 18.980484 5.337065 4.456253
13.700000 1 28.138319 19.135356 5.338061 4.454738
13.800000 1 28.132432 19.294017 5.339061 4.453194
13.900000 1 28.126600 19.456593 5.340065 4.451623
14.000000 1 28.120824 19.623214 5.341072 4.450023
14.100000 1 28.115106 19.794014 5.342083 4.448394
14.200000 1 28.109448 19.969136 5.343098 4.446735
14.300000 1 28.103850 20.148725 5.344116 4.445046
14.400000 1 28.098316 20.332933 5.345139 4.443325
14.500000 1 28.092846 20.521920 5.346166 4.441573
14.600000 1 28.087443 20.715851 5.347197 4.439788
14.700000 1 28.082108 20.914897 5.348232 4.437971
14.800000 1 28.076768 21.119183 5.349268 4.436119
14.900000 1 28.071397 21.328873 5.350306 4.434233
15.000000 1 28.068697 21.435800 5.350824 4.433277
15.100000 1 28.065988 21.544150 5.351343 4.432312
15.200000 1 28.063273 21.653947 5.351862 4.431338
15.300000 1 28.060549 21.765217 5.352382 4.430355
15.400000 1 28.057818 21.877986 5.352901 4.429362
15.500000 1 28.055079 21.992281 5.353421 4.428361
15.600000 1 28.052332 22.108128 5.353941 4.427350
15.700000 1 28.049577 22.225555 5.354461 4.426329
15.800000 1 28.046815 22.344590 5.354981 4.425300
15.900000 1 28.044044 22.465263 5.355501 4.424260
16.000000 1 28.041266 22.587602 5.356022 4.423211
16.100000 1 28.038480 22.711638 5.356543 4.422152
16.200000 1 28.035686 22.837402 5.357064 4.421083
16.300000 1 28.032883 22.964924 5.357585 4.420004
16.400000 1 28.030073 23.094238 5.358106 4.418915
16.500000 1 28.027255 23.225375 5.358627 4.417816
16.600000 1 28.024429 23.358370 5.359149 4.416707
16.700000 1 28.021594 23.493256 5.359671 4.415587
16.800000 1 28.018752 23.630069 5.360193 4.414456
16.900000 1 28.015901 23.768844 5.360715 4.413315
17.000000 1 28.013043 23.909619 5.361237 4.412163
17.100000 1 28.010176 24.052429 5.361759 4.411001
17.200000 1 28.007301 24.197314 5.362282 4.409827
17.300000 1 28.004417 24.344313 5.362805 4.408643
17.400000 1 28.001525 24.493465 5.363327 4.407447
17.500000 1 27.998625 24.644812 5.363850 4.406240
17.600000 1 27.995717 24.798395 5.364374 4.405022
17.700000 1 27.992800 24.954258 5.364897 4.403792
17.800000 1 27.989875 25.112442 5.365421 4.402551
17.900000 1 27.986942 25.272995 5.365944 4.401298
18.000000 1 27.984000 25.435960 5.366468 4.400034
18.100000 1 27.981049 25.601386 5.366992 4.398757
18.200000 1 27.978090 25.769319 5.367516 4.397468
18.300000 1 27.872149 25.971395 5.372445 4.397004
18.400000 1 27.855031 25.764098 5.375050 4.399396
18.500000 1 27.854179 25.643122 5.376588 4.400802
18.600000 1 27.853375 25.507416 5.378121 4.402337
18.700000 1 27.852615 25.359597 5.379639 4.403979
18.800000 1 27.851897 25.202156 5.381133 4.405705
18.900000 1 27.851219 25.037411 5.382596 4.407495
19.000000 1 27.850579 24.867477 5.384022 4.409330
19.100000 1 27.849974 24.694250 5.385408 4.411195
19.200000 1 27.849403 24.519407 5.386749 4.413073
19.300000 1 27.848864 24.344403 5.388044 4.414952
19.400000 1 27.848355 24.170492 5.389290 4.416820
19.500000 1 27.847875 23.998732 5.390487 4.418668
19.600000 1 27.847422 23.830005 5.391635 4.420487
19.700000 1 27.846995 23.665034 5.392733 4.422270
19.800000 1 27.846593 23.504397 5.393782 4.424012
19.900000 1 27.846214 23.348550 5.394783 4.425706
20.000000 1 27.845856 23.197834 5.395736 4.427351
20.100000 1 27.845519 23.052496 5.396643 4.428942
20.200000 1 27.845202 22.912701 5.397505 4.430479
20.300000 1 27.844904 22.778544 5.398323 4.431958
20.400000 1 27.844623 22.650060 5.399099 4.433381
20.500000 1 27.844358 22.527234 5.399834 4.434745
20.600000 1 27.844109 22.410010 5.400531 4.436052
20.700000 1 27.843875 22.298300 5.401190 4.437302
20.800000 1 27.843434 22.084152 5.402441 4.439710
20.900000 1 27.843045 21.891798 5.403553 4.441888
21.000000 1 27.842694 21.719720 5.404539 4.443848
21.100000 1 27.842380 21.566300 5.405411 4.445606
21.200000 1 27.842098 21.429899 5.406182 4.447176
21.300000 1 27.841847 21.308912 5.406862 4.448575
21.400000 1 27.841624 21.201808 5.407462 4.449820
21.500000 1 27.841227 21.011627 5.408521 4.452041
21.600000 1 27.840921 20.866721 5.409323 4.453744
21.700000 1 27.840686 20.756782 5.409930 4.455043
21.800000 1 27.840330 20.589880 5.410847 4.457025
21.900000 2 27.839964 20.044995 5.411773 4.463081
22.000000 2 27.839960 20.109837 5.411789 4.462383
22.100000 2 27.839947 20.308446 5.411838 4.460262
22.200000 2 27.839934 20.509017 5.411887 4.458140
22.300000 2 27.839921 20.711569 5.411936 4.456018
22.400000 2 27.839909 20.916121 5.411985 4.453896
22.500000 2 27.839896 21.122694 5.412034 4.451774
22.600000 2 27.839884 21.331306 5.412083 4.449652
22.700000 2 27.839873 21.541979 5.412132 4.447531
22.800000 2 27.839861 21.754733 5.412181 4.445409
22.900000 2 27.839850 21.969588 5.412230 4.443287
23.000000 2 27.839839 22.186565 5.412279 4.441165
23.100000 2 27.839828 22.405685 5.412328 4.439043
23.200000 2 27.839818 22.626969 5.412377 4.436922
23.300000 2 27.839807 22.850439 5.412426 4.434800
23.400000 2 27.839797 23.076115 5.412475 4.432678
23.500000 2 27.839786 23.304020 5.412524 4.430556
23.600000 2 27.839775 23.534176 5.412573 4.428434
23.700000 2 27.839765 23.766604 5.412622 4.426312
23.800000 2 27.839754 24.001329 5.412671 4.424191
23.900000 2 27.839744 24.238371 5.412720 4.422069
24.000000 2 27.839733 24.477754 5.412769 4.419947
24.100000 2 27.839722 24.719501 5.412818 4.417825
