t Ka M R logL logTeff
0.100000 1 59.971285 10.021015 5.692676 4.683854
0.200000 1 59.942194 10.061881 5.694352 4.683389
0.300000 1 59.912803 10.102963 5.696054 4.682930
0.400000 1 59.883107 10.144302 5.697782 4.682475
0.500000 1 59.853098 10.185937 5.699536 4.682024
0.600000 1 59.822769 10.227910 5.701316 4.681576
0.700000 1 59.792114 10.270262 5.703122 4.681130
0.800000 1 59.761124 10.313034 5.704954 4.680686
0.900000 1 59.729792 10.356270 5.706811 4.680242
1.000000 1 59.698110 10.400012 5.708693 4.679797
1.100000 1 59.666070 10.444304 5.710601 4.679351
1.200000 1 59.633664 10.489191 5.712534 4.678903
1.300000 1 59.600883 10.534717 5.714492 4.678452
1.400000 1 59.567719 10.580929 5.716475 4.677997
1.500000 1 59.534162 10.627872 5.718483 4.677538
1.600000 1 59.500203 10.675594 5.720515 4.677073
1.700000 1 59.465833 10.724142 5.722572 4.676602
1.800000 1 59.431042 10.773566 5.724653 4.676124
1.900000 1 59.395820 10.823914 5.726758 4.675638
2.000000 1 59.360157 10.875237 5.728887 4.675143
2.100000 1 59.324043 10.927586 5.731040 4.674638
2.200000 1 59.287466 10.981014 5.733216 4.674123
2.300000 1 59.250417 11.035572 5.735416 4.673597
2.400000 1 59.212883 11.091316 5.737639 4.673059
2.500000 1 59.174853 11.148300 5.739885 4.672508
2.600000 1 59.136315 11.206580 5.742154 4.671943
2.700000 1 59.097257 11.266213 5.744446 4.671363
2.800000 1 59.057668 11.327259 5.746760 4.670768
2.900000 1 59.017533 11.389777 5.749097 4.670157
3.000000 1 58.976841 11.453828 5.751455 4.669529
3.100000 1 58.935578 11.519474 5.753836 4.668883
3.200000 1 58.893731 11.586781 5.756238 4.668219
3.300000 1 58.851286 11.655814 5.758661 4.667535
3.400000 1 58.808229 11.726641 5.761106 4.666830
3.500000 1 58.764545 11.799331 5.763572 4.666105
3.600000 1 58.720220 11.873957 5.766058 4.665357
3.700000 1 58.675240 11.950592 5.768564 4.664587
3.800000 1 58.629589 12.029313 5.771091 4.663793
3.900000 1 58.583251 12.110200 5.773638 4.662974
