t Ka M R logL logTeff
500.000000 0 0.400084 0.374571 -1.643959 3.563384
1000.000000 0 0.400084 0.375354 -1.642443 3.563309
1500.000000 0 0.400084 0.376140 -1.640884 3.563245
2000.000000 0 0.400084 0.376930 -1.639281 3.563190
2500.000000 0 0.400084 0.377724 -1.637634 3.563145
3000.000000 0 0.400084 0.378522 -1.635943 3.563109
3500.000000 0 0.400084 0.379327 -1.634209 3.563081
4000.000000 0 0.400084 0.380138 -1.632431 3.563062
4500.000000 0 0.400084 0.380957 -1.630609 3.563051
5000.000000 0 0.400084 0.381783 -1.628744 3.563046
5500.000000 0 0.400084 0.382618 -1.626835 3.563049
6000.000000 0 0.400084 0.383462 -1.624882 3.563059
6500.000000 0 0.400084 0.384316 -1.622885 3.563075
7000.000000 0 0.400084 0.385181 -1.620845 3.563097
7500.000000 0 0.400084 0.386058 -1.618760 3.563124
8000.000000 0 0.400084 0.386947 -1.616633 3.563157
8500.000000 0 0.400084 0.387849 -1.614461 3.563194
9000.000000 0 0.400084 0.388765 -1.612246 3.563236
9500.000000 0 0.400084 0.389695 -1.609987 3.563281
10000.000000 0 0.400084 0.390641 -1.607684 3.563331
10500.000000 0 0.400084 0.391604 -1.605337 3.563383
11000.000000 0 0.400084 0.392583 -1.602947 3.563438
11500.000000 0 0.400084 0.393580 -1.600513 3.563496
12000.000000 0 0.400084 0.394596 -1.598035 3.563555
12500.000000 0 0.400084 0.395632 -1.595514 3.563617
13000.000000 0 0.400084 0.396688 -1.592948 3.563679
13500.000000 0 0.400084 0.397765 -1.590339 3.563742
14000.000000 0 0.400084 0.398864 -1.587686 3.563806
14500.000000 0 0.400084 0.399987 -1.584989 3.563870
15000.000000 0 0.400084 0.401133 -1.582249 3.563934
15500.000000 0 0.400084 0.402304 -1.579464 3.563997
16000.000000 0 0.400084 0.403501 -1.576636 3.564059
16500.000000 0 0.400084 0.404725 -1.573763 3.564120
17000.000000 0 0.400084 0.405976 -1.570846 3.564179
17500.000000 0 0.400084 0.407256 -1.567885 3.564236
18000.000000 0 0.400084 0.408565 -1.564880 3.564290
18500.000000 0 0.400084 0.409906 -1.561830 3.564341
19000.000000 0 0.400084 0.411277 -1.558735 3.564389
19500.000000 0 0.400084 0.412682 -1.555596 3.564434
20000.000000 0 0.400084 0.414121 -1.552411 3.564474
20500.000000 0 0.400084 0.415594 -1.549181 3.564511
21000.000000 0 0.400084 0.417104 -1.545904 3.564542
